battery_id,cycle_number,start_time,ambient_temperature,capacity_ahr,mean_current,min_voltage,final_voltage,max_temperature
B0005,86,2008-04-22T15:33:49,24.0,1.8518025516704488,-1.920618117118412,2.628919415830567,3.249283482317545,38.45796400011448
B0005,90,2008-04-22T20:26:18,24.0,1.8307038456739428,-1.9298830859597569,2.6312552691827045,3.260087599199005,38.49126351534004
B0005,94,2008-04-23T01:18:11,24.0,1.8199041089501269,-1.9293005284805407,2.654880745360911,3.281146601420838,38.31473393357882
B0005,98,2008-04-23T06:18:19,24.0,1.809307963702852,-1.923330987770314,2.6749688422803803,3.309371520154756,37.861934640176806
B0005,102,2008-04-23T11:08:00,24.0,1.80460990458052,-1.9284469980320087,2.6159705726789904,3.295594467656429,37.90665575786083
B0005,106,2008-04-23T16:06:25,24.0,1.7993770651972192,-1.9231439161693824,2.658447162110498,3.317198245350349,38.34003238560517
B0005,110,2008-04-23T21:02:58,24.0,1.7884432335370462,-1.9170149640438081,2.697942608427116,3.3478185065039905,38.0745950590744
B0005,114,2008-04-24T01:51:33,24.0,1.7829230484252725,-1.922048805055383,2.6617272246516333,3.337821923904857,38.07252758016199
B0005,118,2008-04-24T06:50:00,24.0,1.7730337158018288,-1.9162302821549881,2.699288287625812,3.364372479379788,37.80133585100446
B0005,122,2008-04-24T11:49:24,24.0,1.773037755078937,-1.9220800182578983,2.612793240883853,3.336014493650917,38.39873985476869
B0005,126,2008-04-24T16:45:56,24.0,1.7678721106662054,-1.9162417890311958,2.6637064901468075,3.3556596279465505,38.74929237918251
B0005,130,2008-04-24T21:38:11,24.0,1.762315070409309,-1.9158809823517762,2.6668454289754746,3.3614901977112828,38.87275464755104
B0005,134,2008-04-25T12:03:44,24.0,1.7676172924938447,-1.9114406265753041,2.684431051981017,3.3469681219757663,38.503541429116005
B0005,136,2008-04-25T20:03:55,24.0,1.762668359743147,-1.9158166997544155,2.645224362345869,3.37121004922177,38.27009094548294
B0005,140,2008-04-26T01:04:35,24.0,1.7517304870664143,-1.9151304155635374,2.6603527244917,3.379951819113273,38.11684755251712
B0005,144,2008-04-26T05:57:35,24.0,1.7418496047960008,-1.9148485784393638,2.6926849789916263,3.391867015789506,38.04152715355532
B0005,148,2008-04-26T10:58:25,24.0,1.7360913511847138,-1.9144128654409127,2.670544734728978,3.389321801243052,38.17980302242767
B0005,150,2008-04-29T12:15:56,24.0,1.7936240148573608,-1.9388813849818083,2.605158060541757,3.2399604434797045,40.71218198711114
B0005,154,2008-04-29T17:05:27,24.0,1.7831890223273277,-1.927509725704535,2.672012007453096,3.3111276397349085,39.88526123315293
B0005,158,2008-04-29T22:00:04,24.0,1.7673642076278957,-1.9267185977839403,2.674271233724938,3.332862126292085,39.18287352945846
B0005,162,2008-04-30T02:43:55,24.0,1.7570177850353066,-1.9261308349663746,2.6309416727017187,3.333761215364808,38.95156480403077
B0005,166,2008-04-30T07:41:42,24.0,1.7468706179837907,-1.9202346781375206,2.6629725743154204,3.3615057492929536,38.607510759873634
B0005,170,2008-04-30T12:28:49,24.0,1.7417172507457144,-1.9201011498853633,2.612942119873717,3.352855281098351,38.920359903369054
B0005,174,2008-04-30T17:20:16,24.0,1.7364225056478186,-1.914427810545647,2.615719844266148,3.365152081676328,39.23273115358871
B0005,178,2008-04-30T22:14:54,24.0,1.7263217239235826,-1.9083407065035893,2.6287695472774453,3.385772859851924,38.9649270684008
B0005,182,2008-05-01T03:15:33,24.0,1.7158065389330133,-1.902207182631691,2.6655106679421823,3.4084431860543454,38.83927283461771
B0005,186,2008-05-01T08:16:03,24.0,1.710533351135192,-1.9020484449938708,2.650495153350403,3.409832097176257,38.82796377704433
B0005,190,2008-05-01T13:14:24,24.0,1.706014499648521,-1.8964907679062355,2.643236235233877,3.417268005174641,39.14007944734004
B0005,194,2008-05-01T18:11:10,24.0,1.7003110272642588,-1.895971437908019,2.656450207001938,3.421833588845415,39.349611598028886
B0005,198,2008-05-01T23:10:15,24.0,1.6945798601797897,-1.8899648799839277,2.626177688152069,3.4271424058700943,39.29444535878087
B0005,202,2008-05-02T03:53:34,24.0,1.6849029086609286,-1.8893703824420507,2.6582230344240045,3.438178718052601,39.10487658009542
B0005,206,2008-05-02T08:44:40,24.0,1.6744741591159715,-1.8776883243431417,2.695100237338448,3.465640472585762,39.0462609369598
B0005,210,2008-05-02T13:43:05,24.0,1.6745692479879102,-1.8831065986697755,2.639091813583503,3.4449859354526846,39.398032192832
B0005,214,2008-05-02T19:07:48,24.0,1.663716375981405,-1.876359921441716,2.6857210282450983,3.467467091298206,39.10678394120843
B0005,216,2008-05-02T23:24:17,24.0,1.659013868748246,-1.8709550260104437,2.69017866510873,3.4717300013545747,39.44448954135193
B0005,220,2008-05-03T04:13:08,24.0,1.6538540573335014,-1.8705599868289542,2.639895313359579,3.466070335739485,39.509602016775695
B0005,224,2008-05-03T09:10:19,24.0,1.642653782130131,-1.8640049795794804,2.68991452927918,3.485289154748911,39.33486536224533
B0005,228,2008-05-03T14:04:34,24.0,1.6378578430223698,-1.8636932149873204,2.65935818848874,3.480022171118444,39.43723270017243
B0005,232,2008-05-03T18:58:13,24.0,1.6327350407099108,-1.857820396301907,2.6657030585650423,3.4875727291181726,39.51375235624076
B0005,236,2008-05-03T23:42:30,24.0,1.6277528915533617,-1.8572160981955346,2.642986759012803,3.4845831403089607,39.60170302810528
B0005,240,2008-05-04T04:41:40,24.0,1.622125485521159,-1.8568340008006832,2.631116911889304,3.4840044121584226,39.68746359758208
B0005,244,2008-05-04T09:40:11,24.0,1.6113256603765849,-1.8448886500218815,2.696157404617167,3.508463137681321,39.53535075538898
B0005,248,2008-05-04T14:38:13,24.0,1.6065631397488385,-1.8444180038305806,2.6667596238241567,3.5037872856177814,39.6502371632164
B0005,252,2008-05-04T19:37:07,24.0,1.6015142233917594,-1.8438790389835118,2.6403185448373043,3.500128756881619,39.69929058154853
B0005,256,2008-05-05T00:35:53,24.0,1.590369231400328,-1.83711254029409,2.69892986372897,3.517670766414221,39.56076309770468
B0005,260,2008-05-05T05:28:13,24.0,1.5857889968242211,-1.8315957075983758,2.6682466504352997,3.5174486086806094,39.63708096307912
B0005,264,2008-05-05T11:41:31,24.0,1.5849430707374117,-1.8311195242792309,2.6479207279724903,3.516013267212138,39.43977047692484
B0005,266,2008-05-05T20:40:08,24.0,1.5955263892495937,-1.8432799764914718,2.6741633856529066,3.496983701999225,39.83902225625452
B0005,270,2008-05-06T01:38:46,24.0,1.5747301747801037,-1.829798505957538,2.6892528956736257,3.5202208637731656,39.41794949618613
B0005,274,2008-05-06T06:37:06,24.0,1.5649019950937946,-1.8236746835609148,2.688809122993162,3.5292256839082072,39.262781682151214
B0005,278,2008-05-06T11:25:21,24.0,1.5597659473370362,-1.8176720770210877,2.6743555987897745,3.5307259447794728,39.47237839941986
B0005,282,2008-05-06T16:23:36,24.0,1.5594815668184234,-1.8179238657973993,2.6430294964336345,3.521290948363061,40.03754146951368
B0005,286,2008-05-06T21:21:49,24.0,1.55468935359061,-1.817160673909645,2.6584858447131823,3.5235359008769405,40.14273016201157
B0005,290,2008-05-07T02:17:25,24.0,1.5488741079890418,-1.8110297241968543,2.629782173759164,3.5255241756932247,40.1165626728546
B0005,294,2008-05-07T07:04:02,24.0,1.538236598942558,-1.8094435644526072,2.6622967647315545,3.5348337871327056,39.87503330866132
B0005,298,2008-05-07T12:01:49,24.0,1.527914258251028,-1.8026537331443495,2.682380966742509,3.5459029204528467,39.61961987024145
B0005,302,2008-05-07T16:59:29,24.0,1.5285252629756445,-1.8031542757366412,2.640189476892272,3.536266004226858,40.067324667444815
B0005,306,2008-05-07T21:56:09,24.0,1.522647325284378,-1.7965666438696486,2.693769409137257,3.5468067055591166,40.24716716520102
B0005,310,2008-05-08T02:53:49,24.0,1.5174859938489869,-1.7959771394311954,2.695787450704935,3.5480287197333853,40.30253125568348
B0005,313,2008-05-09T12:25:07,24.0,1.605818899130659,-1.822916991757235,2.6920548172137724,3.5250502230997878,40.09418103142496
B0005,316,2008-05-09T20:28:09,24.0,1.5638491446744425,-1.8294275689587538,2.629071246219689,3.494044837570843,40.52238496316615
B0005,320,2008-05-10T01:21:56,24.0,1.5480915247767786,-1.816317296828028,2.631343871050918,3.51004183648376,40.56886357314186
B0005,324,2008-05-10T06:18:12,24.0,1.5323755631868592,-1.8033689952639713,2.6983970036642315,3.5359247595765018,40.27804845768325
B0005,328,2008-05-10T11:16:04,24.0,1.5269528268489705,-1.802670753119494,2.6338485871981514,3.5293508069521957,40.2921849196155
B0005,332,2008-05-10T16:11:56,24.0,1.5169573017136326,-1.7958941337499832,2.671566207861818,3.5418570338179896,40.184384347174266
B0005,336,2008-05-10T21:07:54,24.0,1.511897596014269,-1.795344963527795,2.6540810507928123,3.540101144510816,40.320066232195046
B0005,340,2008-05-11T02:05:21,24.0,1.5065638960681105,-1.7893518988259458,2.656849703962618,3.545308234960168,40.33650561265159
B0005,344,2008-05-11T06:55:27,24.0,1.5015453526671363,-1.7883879159763685,2.6363048614501152,3.543070358154518,40.43267631588412
B0005,348,2008-05-11T11:52:47,24.0,1.4908444050400238,-1.7815447770741009,2.69951692300468,3.5580353781991203,40.314538591575015
B0005,352,2008-05-11T16:49:58,24.0,1.485868384561201,-1.7753115642966961,2.698216006032282,3.5619975525663654,40.386661855917744
B0005,356,2008-05-11T21:47:12,24.0,1.480413677976106,-1.7742377662318363,2.6911707598773864,3.5617346249744624,40.43384612547835
B0005,360,2008-05-12T02:36:58,24.0,1.4752095869031632,-1.773860289771637,2.690162319231471,3.5627431724748324,40.44479269068758
B0005,364,2008-05-12T12:56:34,24.0,1.4859035988304024,-1.7809702419814517,2.6355034454892072,3.544836812063795,40.58499656066617
B0005,367,2008-05-12T18:59:59,24.0,1.4960918298136696,-1.7879098523188455,2.6594753656507684,3.5358343175174807,40.99869158762305
B0005,371,2008-05-12T23:53:17,24.0,1.4808005946928984,-1.780229415660985,2.644554999824577,3.544628258601667,40.997807625227495
B0005,375,2008-05-13T04:35:25,24.0,1.4697543268466824,-1.7731015168894209,2.6719601666204564,3.556359815036754,40.84213757482493
B0005,379,2008-05-13T09:24:04,24.0,1.4539012274845928,-1.7705879947441516,2.6598211033173382,3.5574151609154883,40.69012464267011
B0005,383,2008-05-13T14:20:24,24.0,1.454146206723569,-1.7600629827474803,2.688360455508818,3.570394142327151,40.69938049882204
B0005,387,2008-05-13T19:04:20,24.0,1.455023751906683,-1.765575132998529,2.6376728619288525,3.557697563432477,41.06026204078849
B0005,391,2008-05-13T23:59:26,24.0,1.449042163761236,-1.7588271887545277,2.645120521151077,3.5621145720736376,41.19696040482682
B0005,395,2008-05-14T04:55:57,24.0,1.4386709371480566,-1.7516428147438297,2.698012437629632,3.576830514745812,40.84446688602949
B0005,399,2008-05-14T09:52:22,24.0,1.433445432156979,-1.7513097768253418,2.692894277298908,3.5772132537111867,40.764203830749366
B0005,403,2008-05-14T14:35:22,24.0,1.4333958900838095,-1.7511840784846122,2.6483923655058117,3.569684885614067,41.11212504270441
B0005,407,2008-05-14T19:31:39,24.0,1.42806487344776,-1.7446206812145286,2.6832134764262,3.5763051299071056,41.27256611507568
B0005,411,2008-05-15T00:27:55,24.0,1.4229203181741186,-1.7436362428649814,2.684960445221862,3.5780032001762248,41.15574924454392
B0005,415,2008-05-15T05:24:04,24.0,1.417429032731308,-1.7425325036061037,2.669922120529456,3.5782529159417336,41.03237216951879
B0005,419,2008-05-15T10:20:03,24.0,1.412409228794446,-1.7419837011363046,2.664105530655056,3.57952648091485,40.937269906716935
B0005,423,2008-05-15T15:10:59,24.0,1.412578792940193,-1.7421680980861822,2.634098605983684,3.573309098710338,41.240704611971786
B0005,427,2008-05-15T19:56:47,24.0,1.4075983731469897,-1.735841378420618,2.68378702970616,3.5808535254697578,41.43649987692296
B0005,431,2008-05-16T16:54:59,24.0,1.4333920485221476,-1.7567879869499758,2.660031949282934,3.555891725331888,41.16703904201915
B0005,433,2008-05-16T21:37:39,24.0,1.4382550176792908,-1.7573176114092575,2.650011641082063,3.551885409283692,41.36216559728765
B0005,437,2008-05-17T02:32:13,24.0,1.4173547174485526,-1.742762839332656,2.6936969083341418,3.5736151200402326,41.02198772703674
B0005,441,2008-05-17T07:25:19,24.0,1.406981663677643,-1.7352637407600362,2.697073130067154,3.582249809980573,40.78818812957494
B0005,445,2008-05-17T12:21:15,24.0,1.4012037783587623,-1.7344350518111926,2.6806995515145213,3.5821071034262646,40.81506138506309
B0005,449,2008-05-17T17:15:37,24.0,1.3967008232726328,-1.7280392046289716,2.6695398084864568,3.5845442528815368,40.85837421987642
B0005,453,2008-05-17T22:10:51,24.0,1.391284788852726,-1.7326888725308258,2.671695307817951,3.582997063524048,40.839876773287166
B0005,457,2008-05-18T03:05:19,24.0,1.3862287677978349,-1.7260735249920125,2.661289185949965,3.585576080990165,40.85376069244676
B0005,461,2008-05-18T08:00:50,24.0,1.3804366761974138,-1.7195393742714093,2.667817533540102,3.59109083848252,40.74795214258888
B0005,465,2008-05-18T12:44:48,24.0,1.3752364150256224,-1.7185829844462919,2.684008069130594,3.594060583971402,40.68794001196382
B0005,469,2008-05-18T17:36:29,24.0,1.3705128024895008,-1.717672415155695,2.6585256208771644,3.5911079597852744,40.7810749453613
B0005,473,2008-05-18T22:31:45,24.0,1.37050855662704,-1.7177080769362936,2.6372250579822927,3.5888120102866528,40.88159339768709
B0005,477,2008-05-19T03:27:07,24.0,1.3647355108681518,-1.7109669363015378,2.6514257735606432,3.5942147923006207,40.81191473576834
B0005,481,2008-05-19T15:34:33,24.0,1.375392016895762,-1.7184206130755166,2.676384659108382,3.5833415219285625,41.11793533148924
B0005,483,2008-05-19T20:59:48,24.0,1.3861115151535393,-1.7260471943596487,2.694913850281781,3.5804307189370586,41.248795355864885
B0005,485,2008-05-20T01:16:42,24.0,1.369850003583894,-1.712021613408506,2.6973343716306277,3.592441816132449,41.16242984455477
B0005,489,2008-05-20T06:12:06,24.0,1.3647827949260758,-1.711022510206629,2.642540259937964,3.589331565362288,41.16437554618679
B0005,493,2008-05-20T11:07:23,24.0,1.3543220466259964,-1.703421414006958,2.699226257883075,3.6022883230364853,40.86421618020504
B0005,497,2008-05-20T15:57:27,24.0,1.3546417018378962,-1.703574708739156,2.676480329780849,3.59702121364665,41.25434553511566
B0005,501,2008-05-20T20:50:39,24.0,1.354703921319241,-1.7034912994217157,2.642142168479886,3.592312208409236,41.45023191903855
B0005,505,2008-05-21T01:39:38,24.0,1.349314997503458,-1.7023383270190764,2.644725254926797,3.595500119430284,41.27708509224051
B0005,509,2008-05-21T06:24:27,24.0,1.3441891937970554,-1.7014238498912502,2.632270655366611,3.596823461162057,41.06460515498328
B0005,513,2008-05-21T11:18:06,24.0,1.3389913790695755,-1.6950436046971957,2.639100611887612,3.6018356753071044,40.99284868101728
B0005,517,2008-05-21T16:10:21,24.0,1.3389145230206971,-1.695057731610264,2.637841830893275,3.599344813796693,41.29040553417739
B0005,521,2008-05-21T21:02:09,24.0,1.3340066759761655,-1.6937809113323188,2.668286095904868,3.6035790390364575,41.22740227746052
B0005,525,2008-05-22T01:42:59,24.0,1.3286444309174914,-1.6869434054016965,2.649019812683856,3.605860961214576,41.04619550953222
B0005,529,2008-05-22T06:32:40,24.0,1.323170899227622,-1.6860649112944588,2.664058512378051,3.6105078495292338,40.85874389007758
B0005,533,2008-05-22T11:23:22,24.0,1.3181691588445197,-1.6795829780331426,2.6883611693898826,3.61626290751396,40.79196924883506
B0005,537,2008-05-22T16:17:58,24.0,1.3184664436640334,-1.679793840292355,2.6869753836302124,3.613479485589363,41.14127834456325
B0005,541,2008-05-22T20:59:50,24.0,1.318293040102702,-1.6851739865098712,2.6507536817766586,3.607069040532739,41.14429319149828
B0005,545,2008-05-23T12:13:16,24.0,1.323872422244268,-1.6863812036302581,2.664632278910652,3.602312680677842,40.66184230912503
B0005,548,2008-05-23T20:14:29,24.0,1.3601216766554785,-1.715777469309528,2.6400211837268666,3.5779277610645237,41.04669454497069
B0005,552,2008-05-24T01:09:21,24.0,1.3395306867947354,-1.7007216920098716,2.674198661305034,3.593974644865168,41.0462053156659
B0005,556,2008-05-24T06:00:20,24.0,1.3290286565120697,-1.6928138295817332,2.696427051131168,3.60427474021818,40.8683026432256
B0005,560,2008-05-24T10:42:50,24.0,1.3236741274998955,-1.6861104874993165,2.692834029769684,3.608769672096698,40.85283588259973
B0005,564,2008-05-24T15:31:10,24.0,1.318633896753293,-1.685043785043406,2.681747855329962,3.6093877067067006,40.85270645265791
B0005,568,2008-05-24T20:21:13,24.0,1.3134751321324272,-1.678524839793589,2.696791414385091,3.614933900308572,40.8263251809212
B0005,572,2008-05-25T01:06:49,24.0,1.3132020634442203,-1.6839115230941766,2.664695973142795,3.609023225479784,40.90308836809665
B0005,576,2008-05-25T05:57:17,24.0,1.3077959946944353,-1.6773783325850857,2.679191623358613,3.6143313479608814,40.84337405460518
B0005,580,2008-05-25T10:51:37,24.0,1.3030329186405918,-1.676425373206175,2.699983457940659,3.61782445722146,40.81792110626284
B0005,584,2008-05-25T15:37:08,24.0,1.3033573559038203,-1.67627880896028,2.666300786624286,3.613087210473896,40.94699384765951
B0005,588,2008-05-25T20:23:04,24.0,1.3034100438655642,-1.6817992883033976,2.630850137384784,3.6070395495118257,41.07493805830632
B0005,592,2008-05-26T01:13:02,24.0,1.2978870806495706,-1.6750812261110137,2.673348140468748,3.61490941179153,41.02476444658572
B0005,596,2008-05-26T06:01:08,24.0,1.2980735056918902,-1.675366426273468,2.632763831012711,3.6109037542764746,41.06214198725253
B0005,600,2008-05-26T10:44:38,24.0,1.293463613844243,-1.6744879201095209,2.6687371180046218,3.615560501886754,40.98366325567302
B0005,604,2008-05-26T15:30:43,24.0,1.288003392619118,-1.6674467270234996,2.696396337945361,3.621191032853697,40.98234242711097
B0005,608,2008-05-26T20:21:04,24.0,1.2874525221379407,-1.6674702882406252,2.6794834862925194,3.619185104906403,41.06375085817118
B0005,612,2008-05-27T15:52:41,24.0,1.3090153642307354,-1.6888978346592105,2.6787137407179737,3.5953649734437896,41.047029587744966
B0005,614,2008-05-27T20:45:42,24.0,1.3250793286429356,-1.6979281889133206,2.655378369801326,3.589937388761665,41.051007697556734
B0006,2,2008-04-02T15:25:41,24.0,2.035337591005598,-1.990533350635129,2.4757677568281857,2.4757677568281857,39.16298653238707
B0006,4,2008-04-02T19:43:48,24.0,2.025140246031412,-1.9902775421457088,2.35152551190002,2.35152551190002,39.2462026826329
B0006,6,2008-04-03T00:01:06,24.0,2.013326371345464,-1.9899467848963859,2.440479715106544,2.440479715106544,38.999202460252846
B0006,8,2008-04-03T04:16:37,24.0,2.0132846655407413,-1.9896009282099438,2.479155853900392,2.479155853900392,38.84362777186652
B0006,10,2008-04-03T08:33:25,24.0,2.000528337624771,-1.9895483606575701,2.280187848173442,2.280187848173442,38.97798888258284
B0006,12,2008-04-03T12:55:10,24.0,2.0138990759931645,-1.9901040351037365,2.4392842568466446,2.4392842568466446,38.83989920742278
B0006,14,2008-04-03T17:17:16,24.0,2.013101105626967,-1.9900886222380374,2.2812068449406446,2.2812068449406446,39.04610837498471
B0006,16,2008-04-03T21:28:14,24.0,1.96878982627284,-1.9891170520197212,2.366410527029613,2.366410527029613,38.87507521022778
B0006,18,2008-04-04T01:38:15,24.0,1.9681661764334244,-1.9892116643905464,2.436020049578708,2.436020049578708,38.7260539826455
B0006,20,2008-04-04T05:48:08,24.0,1.9572307917560536,-1.989191243247005,2.1864377487643725,2.1864377487643725,38.98629728904917
B0006,22,2008-04-04T09:57:19,24.0,1.9455991514129352,-1.9891317699701738,2.3406023605912454,2.3406023605912454,38.65978861919643
B0006,25,2008-04-04T17:56:27,24.0,1.934750504484113,-1.9887805507702205,2.4263021374140443,2.4263021374140443,38.84979195732924
B0006,27,2008-04-04T22:01:54,24.0,1.9232799539368028,-1.9887320866401275,2.475369770000704,2.475369770000704,38.75128344015104
B0006,29,2008-04-05T02:20:26,24.0,1.911889930948487,-1.9887200290368634,2.342364523655007,2.342364523655007,38.76853764058789
B0006,31,2008-04-05T06:25:01,24.0,1.9010667141979305,-1.9887874042287874,2.188400081882664,2.188400081882664,38.84686112344348
B0006,33,2008-04-05T10:30:32,24.0,1.8891989948061456,-1.9885910895930397,2.1206980945954057,2.1206980945954057,38.8658897816528
B0006,35,2008-04-05T14:34:41,24.0,1.878278372248849,-1.9884892463229662,2.369981457799298,2.369981457799298,38.647578733807656
B0006,37,2008-04-05T18:39:25,24.0,1.8675697161520208,-1.9883474274444874,2.247991649924625,2.247991649924625,38.79218188173866
B0006,39,2008-04-05T22:46:35,24.0,1.8675892574453767,-1.9774549866256104,2.4115317107898875,2.8844463698113665,38.77022223929529
B0006,42,2008-04-18T21:10:19,24.0,1.979626548250818,-1.9892347833261184,2.203355846859377,2.203355846859377,37.54320599748628
B0006,46,2008-04-19T02:29:09,24.0,1.9575499080884025,-1.9890474874073771,2.35887751155593,2.35887751155593,37.90362577530197
B0006,50,2008-04-19T07:47:15,24.0,1.9458150170787551,-1.988682950523383,2.218672914041916,2.218672914041916,37.6701605139887
B0006,54,2008-04-19T13:01:42,24.0,1.9242461121680092,-1.9885447318884861,2.339723057947995,2.339723057947995,37.34166959188387
B0006,58,2008-04-19T18:27:29,24.0,1.945981133142164,-1.9885639445355097,2.399750820894273,2.399750820894273,37.28979017254232
B0006,62,2008-04-19T23:41:55,24.0,1.901407930553079,-1.9880563928902786,2.491410879472442,2.491410879472442,37.16794481484507
B0006,66,2008-04-20T04:54:41,24.0,1.878674213680085,-1.9772969675547487,2.1387303309558976,2.7669269890921613,37.51577848501052
B0006,70,2008-04-20T10:16:28,24.0,1.8683061328264217,-1.9771693646864965,2.346064498302046,2.8356128467177317,37.24165964092258
B0006,74,2008-04-20T15:37:05,24.0,1.8560244070083,-1.9660385076397233,2.327337743316428,2.928394635151109,37.27233216178077
B0006,78,2008-04-20T20:50:38,24.0,1.8451997961855775,-1.9445990482746272,2.486311723336632,3.077114957598757,37.2071345030198
B0006,82,2008-04-21T02:15:02,24.0,1.857228890885317,-1.9769156942357176,2.292166351092089,2.819560586845831,37.49607769896255
B0006,86,2008-04-22T15:33:49,24.0,1.9247760889090637,-1.9997552547832569,2.434300686181212,2.434300686181212,37.25007396118109
B0006,90,2008-04-22T20:26:18,24.0,1.8822317526092551,-1.9884344406296768,2.472619908000758,2.9187757391682454,37.39699052067588
B0006,94,2008-04-23T01:18:11,24.0,1.855276687885587,-1.977131099996694,2.403422072720937,2.973956908852585,37.2852066420257
B0006,98,2008-04-23T06:18:19,24.0,1.839250891718188,-1.965705768920947,2.4006679782182205,3.0334333724088656,37.080390421974414
B0006,102,2008-04-23T11:08:00,24.0,1.8185396073994429,-1.9542494702422435,2.3194299432177345,3.061692514035773,36.98024266357476
B0006,106,2008-04-23T16:06:25,24.0,1.8134770059567056,-1.9490605727432448,2.340173173498008,3.0864214480405137,37.59874124546701
B0006,110,2008-04-23T21:02:58,24.0,1.7971018450305436,-1.9373547119632697,2.382960351080877,3.137787321824542,37.33680914521836
B0006,114,2008-04-24T01:51:33,24.0,1.7810046294120476,-1.9312604088713479,2.351855540704836,3.1501156392374963,37.39499820465976
B0006,118,2008-04-24T06:50:00,24.0,1.7710130422682329,-1.925413982519257,2.3535104841115886,3.1738920422499453,37.35233964342659
B0006,122,2008-04-24T11:49:24,24.0,1.7604712448170945,-1.9198444871883995,2.3948058223938364,3.1972071497430035,37.58677381866742
B0006,126,2008-04-24T16:45:56,24.0,1.7502913788006589,-1.9087331589392134,2.4418858444380294,3.227568458837217,38.20704456989348
